County,Year,Votes_DEM,Votes_REP,Lat,Long,Population,dem_per_capita,rep_per_capita
VANCE,2008,13166,7606,36.3649,-78.4079,42578,0.3092207243177228,0.17863685471370191
WAKE,2008,250891,187001,35.7903,-78.6503,1129393,0.22214676379258594,0.16557655306877234
WARREN,2008,7086,3063,36.3965,-78.1067,18642,0.38010943031863537,0.16430640489217896
WASHINGTON,2008,3748,2670,35.8226,-76.5775,11003,0.34063437244387895,0.24266109242933745
WATAUGA,2008,14558,13344,36.2311,-81.6964,54086,0.26916392412084456,0.24671818954997596
WAYNE,2008,22671,26952,35.364,-78.004,117333,0.19321929891846285,0.22970519802613076
WILKES,2008,8934,20288,36.2062,-81.163,65969,0.13542724613075838,0.3075383892434325
WILSON,2008,19652,17375,35.7051,-77.9187,78784,0.24944151096669376,0.22053970349309504
YADKIN,2008,4527,12409,36.1605,-80.6652,37214,0.1216477669694201,0.3334497769656581
YANCEY,2008,4486,5045,35.8989,-82.3076,18470,0.24288034650785056,0.27314564158094207
ALAMANCE,2012,28875,38170,36.0117,-79.4254,151160,0.1910227573432125,0.2525138925641704
ALEXANDER,2012,4611,12253,35.921,-81.177,37182,0.12401161852509279,0.329541175837771
ALLEGHANY,2012,1583,3390,36.4916,-81.1271,11150,0.14197309417040357,0.3040358744394619
ANSON,2012,7019,4166,34.9738,-80.1027,26929,0.2606483716439526,0.15470310817334473
ASHE,2012,4116,8242,36.4341,-81.5003,27239,0.15110686882778368,0.3025808583281325
AVERY,2012,1882,5766,36.0765,-81.9226,17805,0.10570064588598709,0.32384161752316765
BEAUFORT,2012,9435,13977,35.494,-76.8598,47784,0.19745102963335007,0.2925037669512808
BERTIE,2012,6695,3387,36.0662,-76.9787,21197,0.3158465820634995,0.1597867622776808
BLADEN,2012,8062,7748,34.6146,-78.5637,35038,0.2300930418402877,0.22113134311319138
BRUNSWICK,2012,22038,34743,34.071,-78.2377,107429,0.20514013906859413,0.3234042949296745
BUNCOMBE,2012,70625,54701,35.6112,-82.5301,238315,0.2963514675954094,0.2295323416486583
BURKE,2012,13701,22267,35.7496,-81.7048,90824,0.15085219765700697,0.2451664758213688
CABARRUS,2012,32849,49557,35.3868,-80.5519,178116,0.18442475689999777,0.2782287947180489
CALDWELL,2012,10898,23229,35.953,-81.5464,83049,0.13122373538513407,0.2797023443990897
CAMDEN,2012,1508,3109,36.3877,-76.2064,9980,0.15110220440881764,0.31152304609218434
CARTERET,2012,10301,24775,34.8357,-76.6589,66463,0.15498848983645036,0.3727637933888028
CASWELL,2012,5348,5594,36.3932,-79.3335,23727,0.22539722678804738,0.23576516205167108
CATAWBA,2012,24069,44538,35.662,-81.2151,154742,0.155542774424526,0.28782101821095757
CHATHAM,2012,18361,16665,35.7026,-79.2553,63486,0.2892133698768232,0.26249881863717983
CHEROKEE,2012,3378,9278,35.1339,-84.0635,27447,0.12307355995190732,0.33803330054286446
CHOWAN,2012,3556,3891,36.1508,-76.6079,14793,0.24038396538903536,0.2630298113972825
CLAY,2012,1579,3973,35.0572,-83.7502,10591,0.14908884902275518,0.3751298272117836
CLEVELAND,2012,17062,25793,35.3341,-81.5555,98034,0.17404165901625968,0.26310259705816347
COLUMBUS,2012,11050,12941,34.2656,-78.655,58129,0.19009444511345455,0.2226255397478023
CRAVEN,2012,18763,26928,35.1249,-77.0939,103498,0.18128852731453748,0.26017894065585806
CUMBERLAND,2012,75792,50666,35.0487,-78.8277,319455,0.2372540733436634,0.158601367954798
CURRITUCK,2012,3562,7496,36.4031,-76.0059,23547,0.1512719242366331,0.3183420393256041
DARE,2012,7393,10248,35.7805,-75.7982,33920,0.21795400943396226,0.30212264150943396
DAVIDSON,2012,20624,49383,35.7933,-80.2128,162824,0.12666437380238785,0.30329066968014545
DAVIE,2012,5735,14687,35.9291,-80.5445,41218,0.13913824057450627,0.3563249065942064
DUPLIN,2012,9033,11416,34.9365,-77.933,58412,0.1546428815996713,0.1954392932958981
DURHAM,2012,111224,33769,36.036,-78.8766,269998,0.41194379217623833,0.12507129682442092
EDGECOMBE,2012,18310,8546,35.9129,-77.5971,56511,0.3240077153120631,0.15122719470545556
FORSYTH,2012,92323,79768,36.1306,-80.2563,350635,0.2633022944087156,0.22749582899596446
FRANKLIN,2012,13436,14603,36.0827,-78.2857,60564,0.22184796248596525,0.24111683508354798
GASTON,2012,33171,56138,35.2944,-81.1803,206100,0.16094614264919943,0.2723823386705483
GATES,2012,2786,2564,36.4449,-76.7005,12185,0.2286417726713172,0.21042265080016415
GRAHAM,2012,1119,2750,35.3502,-83.8335,8858,0.1263264845337548,0.31045382704899527
GRANVILLE,2012,13598,12405,36.304,-78.6527,57550,0.23628149435273674,0.2155516941789748
GREENE,2012,3778,4411,35.485,-77.6758,21351,0.17694721558709195,0.20659453889747553
GUILFORD,2012,146365,104789,36.0795,-79.7889,488455,0.29964889293793695,0.21453153309926196
HALIFAX,2012,17176,8763,36.2574,-77.6517,54631,0.31440024894290786,0.1604034339477586
HARNETT,2012,17331,25565,35.3688,-78.8693,114693,0.15110773979231515,0.22289939229072392
HAYWOOD,2012,11833,15633,35.556,-82.9822,59030,0.20045739454514652,0.2648314416398441
HENDERSON,2012,18642,32994,35.3363,-82.48,106716,0.17468795681997076,0.3091757562127516
HERTFORD,2012,7843,3007,36.3591,-76.982,24684,0.3177361853832442,0.12181980230108572
HOKE,2012,10076,6819,35.0175,-79.2373,46889,0.21489048604150227,0.14542856533515322
HYDE,2012,1163,1193,35.5305,-76.2509,5817,0.19993123603231908,0.20508853360838922
IREDELL,2012,26076,49299,35.8071,-80.8734,159465,0.16352177593829367,0.3091524786003198
JACKSON,2012,8095,8254,35.2876,-83.1408,40273,0.20100315347751596,0.2049512080053634
JOHNSTON,2012,27290,48427,35.5178,-78.3657,168879,0.16159498812759432,0.28675560608483
JONES,2012,2352,2837,35.0217,-77.3552,10163,0.2314277280330611,0.27914985732559283
LEE,2012,10801,13158,35.4752,-79.1715,57849,0.18671022835312626,0.22745423429964218
LENOIR,2012,13948,13980,35.2388,-77.6412,59511,0.2343768378955151,0.23491455361193728
LINCOLN,2012,11024,25267,35.4856,-81.2235,78001,0.1413315213907514,0.32393174446481454
MACON,2012,5712,10835,35.1505,-83.4222,33925,0.1683714075165807,0.3193809874723655
MADISON,2012,4484,5404,35.858,-82.7058,20803,0.2155458347353747,0.2597702254482527
MARTIN,2012,6583,5995,35.8432,-77.1092,24515,0.2685294717519886,0.2445441566387926
MCDOWELL,2012,6031,11775,35.6817,-82.0493,45002,0.13401626594373584,0.26165503755388647
MECKLENBURG,2012,272262,171668,35.2467,-80.8328,919675,0.29604153641231956,0.18666159241036234
MITCHELL,2012,1838,5806,36.0133,-82.1636,15581,0.11796418715101727,0.3726333354726911
MONTGOMERY,2012,4706,6404,35.3325,-79.9055,27782,0.16939025268159238,0.23050896263767906
MOORE,2012,16505,29495,35.3106,-79.4814,88250,0.1870254957507082,0.33422096317280453
NASH,2012,24313,23842,35.9673,-77.9864,95858,0.2536355859709153,0.24872206805900393
NEW HANOVER,2012,48668,53385,34.2328,-77.8847,202683,0.24011880621463072,0.2633916016636817
NORTHAMPTON,2012,7232,3483,36.4178,-77.3969,22104,0.32718060079623595,0.15757328990228012
ONSLOW,2012,18490,32243,34.7321,-77.4321,177801,0.10399266595800924,0.1813431870461921
ORANGE,2012,53901,21539,36.0611,-79.1207,133692,0.40317296472489006,0.16110911647667775
PAMLICO,2012,2647,4051,35.1435,-76.7407,13143,0.2013999847827741,0.30822491059879786
PASQUOTANK,2012,10282,7633,36.2955,-76.284,40661,0.2528713017387669,0.18772287941762378
PENDER,2012,9632,14617,34.5248,-77.9051,52195,0.18453874892231056,0.2800459814158444
PERQUIMANS,2012,2759,3822,36.2059,-76.4411,13452,0.2050996134403806,0.284121320249777
PERSON,2012,8418,10496,36.39,-78.9718,39479,0.21322728539223385,0.26586286380100815
PITT,2012,41843,36214,35.5933,-77.3745,168173,0.2488092618910289,0.2153377771699381
POLK,2012,4013,6236,35.2793,-82.1697,20514,0.1956225017061519,0.30398752071755875
RANDOLPH,2012,14773,45160,35.7103,-79.806,141825,0.10416358187907633,0.3184205887537458
RICHMOND,2012,9904,9332,35.0059,-79.7479,46647,0.21231804832036358,0.20005573777520527
ROBESON,2012,24988,17510,34.6402,-79.1039,134205,0.18619276480011923,0.13047203904474497
ROCKINGHAM,2012,16351,25227,36.396,-79.775,93663,0.17457267010452365,0.26933794561352936
ROWAN,2012,22650,38775,35.6394,-80.5247,138493,0.1635461720086936,0.27997804943210125
RUTHERFORD,2012,9374,18954,35.4026,-81.9198,67819,0.1382208525634409,0.27947920199354165
SAMPSON,2012,11566,14422,34.9916,-78.3714,63471,0.18222495312820028,0.22722188085897496
SCOTLAND,2012,8215,5831,34.8409,-79.4804,36160,0.22718473451327434,0.16125553097345133
STANLY,2012,8431,19904,35.3119,-80.251,60585,0.1391598580506726,0.32853016423207065
STOKES,2012,6018,15237,36.4019,-80.2397,47400,0.1269620253164557,0.32145569620253167
SURRY,2012,9112,19923,36.4146,-80.688,73752,0.12354919188632173,0.27013504718516107
SWAIN,2012,2618,2976,35.4868,-83.4928,13978,0.18729431964515666,0.21290599513521247
TRANSYLVANIA,2012,6826,9634,35.2021,-82.7982,33089,0.20629212124875337,0.29115415999274685
TYRRELL,2012,837,930,35.8172,-76.209,4407,0.18992511912865895,0.21102791014295438
UNION,2012,32473,61107,34.9884,-80.5307,201328,0.1612940077882858,0.3035196296590638
VANCE,2012,13323,7429,36.3649,-78.4079,45412,0.2933806042455739,0.163591121289527
WAKE,2012,267262,211596,35.7903,-78.6503,901036,0.2966163394137415,0.23483634394186248
WARREN,2012,6978,3140,36.3965,-78.1067,21016,0.33203273696231445,0.14940997335363532
WASHINGTON,2012,3833,2622,35.8226,-76.5775,13193,0.29053285833396497,0.19874175699234442
WATAUGA,2012,13002,13861,36.2311,-81.6964,51061,0.25463661111219915,0.2714596267209808
WAYNE,2012,23314,27641,35.364,-78.004,122665,0.19006236497778503,0.2253373007785432
WILKES,2012,8148,20515,36.2062,-81.163,69311,0.11755709771897678,0.2959847643231233
WILSON,2012,20875,17954,35.7051,-77.9187,81225,0.2570021545090797,0.22104032009849184
YADKIN,2012,3957,12578,36.1605,-80.6652,38412,0.10301468291159013,0.32744975528480685
YANCEY,2012,3981,5278,35.8989,-82.3076,17817,0.2234382892742886,0.2962339338833698
ALAMANCE,2016,29833,38815,36.0117,-79.4254,151160,0.19736041280762107,0.2567808944165123
ALEXANDER,2016,3767,13893,35.921,-81.177,37182,0.10131246301974073,0.3736485396159432
ALLEGHANY,2016,1306,3814,36.4916,-81.1271,11150,0.11713004484304933,0.3420627802690583
ANSON,2016,5859,4506,34.9738,-80.1027,26929,0.21757213413049128,0.16732890192729027
ASHE,2016,3500,9412,36.4341,-81.5003,27239,0.12849223539777524,0.3455339770182459
AVERY,2016,1689,6298,36.0765,-81.9226,17805,0.09486099410278012,0.3537208649255827
BEAUFORT,2016,8764,14543,35.494,-76.8598,47784,0.18340867235894862,0.3043487359785702
BERTIE,2016,5778,3456,36.0662,-76.9787,21197,0.27258574326555646,0.16304193989715526
BLADEN,2016,7058,8550,34.6146,-78.5637,35038,0.20143843826702437,0.2440207774416348
BRUNSWICK,2016,23282,42720,34.071,-78.2377,107429,0.21671988010686127,0.39765798806653696
BUNCOMBE,2016,75452,55716,35.6112,-82.5301,238315,0.31660617250277995,0.23379141052808258
BURKE,2016,11251,26238,35.7496,-81.7048,90824,0.12387694882409936,0.28888839954197126
CABARRUS,2016,35521,53819,35.3868,-80.5519,178116,0.199426216622875,0.30215702126703947
CALDWELL,2016,8425,26621,35.953,-81.5464,83049,0.10144613420992427,0.3205457019350022
CAMDEN,2016,1274,3546,36.3877,-76.2064,9980,0.1276553106212425,0.35531062124248497
CARTERET,2016,9939,26569,34.8357,-76.6589,66463,0.14954185035282788,0.39975625536012516
CASWELL,2016,4792,6026,36.3932,-79.3335,23727,0.20196400724912547,0.2539722678804737
CATAWBA,2016,21216,48324,35.662,-81.2151,154742,0.1371056338938362,0.3122875495986868
CHATHAM,2016,21065,17105,35.7026,-79.2553,63486,0.33180543741927354,0.26942948051538923
CHEROKEE,2016,2860,10844,35.1339,-84.0635,27447,0.10420082340510803,0.3950887164353117
CHOWAN,2016,2992,4014,36.1508,-76.6079,14793,0.2022578246467924,0.27134455485702696
CLAY,2016,1367,4437,35.0572,-83.7502,10591,0.12907185346048533,0.4189406099518459
CLEVELAND,2016,14964,28479,35.3341,-81.5555,98034,0.15264092049697045,0.29050125466674825
COLUMBUS,2016,9063,14272,34.2656,-78.655,58129,0.15591185122744242,0.24552288874744105
CRAVEN,2016,17630,27731,35.1249,-77.0939,103498,0.17034145587354346,0.2679375446868539
CUMBERLAND,2016,71605,51265,35.0487,-78.8277,319455,0.22414737599974957,0.1604764364307962
CURRITUCK,2016,2913,9163,36.4031,-76.0059,23547,0.12371002675500063,0.3891366203762687
DARE,2016,7222,11460,35.7805,-75.7982,33920,0.2129127358490566,0.33785377358490565
DAVIDSON,2016,18109,54317,35.7933,-80.2128,162824,0.11121824792413895,0.33359332776494866
DAVIE,2016,5270,15602,35.9291,-80.5445,41218,0.12785676160900578,0.378523945848901
DUPLIN,2016,8283,12217,34.9365,-77.933,58412,0.141803054166952,0.20915222899404232
DURHAM,2016,121250,28350,36.036,-78.8766,269998,0.44907740057333756,0.10500077778353914
EDGECOMBE,2016,16224,8261,35.9129,-77.5971,56511,0.28709454796411316,0.14618392879262446
FORSYTH,2016,94464,75975,36.1306,-80.2563,350635,0.2694083591198825,0.2166783122049995
FRANKLIN,2016,12874,16368,36.0827,-78.2857,60564,0.21256852255465292,0.2702595601347335
GASTON,2016,31177,61798,35.2944,-81.1803,206100,0.15127122755943717,0.2998447355652596
GATES,2016,2385,2874,36.4449,-76.7005,12185,0.19573245794009028,0.23586376692654903
GRAHAM,2016,768,3283,35.3502,-83.8335,8858,0.0867012869722285,0.3706254233461278
GRANVILLE,2016,12909,13591,36.304,-78.6527,57550,0.22430929626411816,0.2361598609904431
GREENE,2016,3605,4374,35.485,-77.6758,21351,0.16884455060652898,0.20486159898833778
GUILFORD,2016,149248,98062,36.0795,-79.7889,488455,0.305551176669294,0.20075953772609553
HALIFAX,2016,15748,9031,36.2574,-77.6517,54631,0.2882612436162618,0.16530907360289945
HARNETT,2016,16737,27614,35.3688,-78.8693,114693,0.14592869660746516,0.2407644756000802
HAYWOOD,2016,10473,18929,35.556,-82.9822,59030,0.17741826190072843,0.3206674572251398
HENDERSON,2016,19827,35809,35.3363,-82.48,106716,0.18579219610929945,0.33555418119119906
HERTFORD,2016,6910,3099,36.3591,-76.982,24684,0.2799384216496516,0.12554691298006806
HOKE,2016,9726,7760,35.0175,-79.2373,46889,0.20742604875343898,0.1654972381582034
HYDE,2016,965,1288,35.5305,-76.2509,5817,0.16589307203025613,0.2214199759326113
IREDELL,2016,24734,54754,35.8071,-80.8734,159465,0.15510613614272725,0.34336061204653057
JACKSON,2016,7713,9870,35.2876,-83.1408,40273,0.19151789039803344,0.24507734710600154
JOHNSTON,2016,28362,54372,35.5178,-78.3657,168879,0.16794272822553427,0.3219583251914092
JONES,2016,2065,2974,35.0217,-77.3552,10163,0.20318803502902685,0.2926301288989472
LEE,2016,10469,13712,35.4752,-79.1715,57849,0.1809711490259123,0.23703089076734257
LENOIR,2016,12634,13613,35.2388,-77.6412,59511,0.2122968862899296,0.22874762648922048
LINCOLN,2016,9897,28806,35.4856,-81.2235,78001,0.12688298867963232,0.36930295765438903
MACON,2016,4876,12127,35.1505,-83.4222,33925,0.14372881355932204,0.35746499631540163
MADISON,2016,3926,6783,35.858,-82.7058,20803,0.18872278036821613,0.3260587415276643
MARTIN,2016,5846,5897,35.8432,-77.1092,24515,0.23846624515602693,0.24054660411992657
MCDOWELL,2016,4667,14568,35.6817,-82.0493,45002,0.10370650193324742,0.32371894582463
MECKLENBURG,2016,294562,155518,35.2467,-80.8328,919675,0.3202892326093457,0.1691010411286596
MITCHELL,2016,1596,6282,36.0133,-82.1636,15581,0.10243244977857648,0.4031833643540209
MONTGOMERY,2016,4150,7130,35.3325,-79.9055,27782,0.14937729465121302,0.25664099056943346
MOORE,2016,16329,30490,35.3106,-79.4814,88250,0.18503116147308782,0.3454957507082153
NASH,2016,23235,23319,35.9673,-77.9864,95858,0.24238978489015,0.2432660810782616
NEW HANOVER,2016,50979,55344,34.2328,-77.8847,202683,0.2515208478264087,0.27305694113467827
NORTHAMPTON,2016,6144,3582,36.4178,-77.3969,22104,0.2779587404994571,0.16205211726384364
ONSLOW,2016,17514,37122,34.7321,-77.4321,177801,0.0985033829955962,0.2087839775929269
ORANGE,2016,59923,18557,36.0611,-79.1207,133692,0.44821679681656346,0.13880411692547048
PAMLICO,2016,2448,4258,35.1435,-76.7407,13143,0.18625884501255421,0.3239747394050065
PASQUOTANK,2016,8615,8180,36.2955,-76.284,40661,0.2118737856914488,0.20117557364550798
PENDER,2016,9354,17639,34.5248,-77.9051,52195,0.17921256825366413,0.3379442475332886
PERQUIMANS,2016,2319,4177,36.2059,-76.4411,13452,0.1723907225691347,0.3105114481118049
PERSON,2016,7833,11185,36.39,-78.9718,39479,0.19840928088350768,0.2833151802223967
PITT,2016,41824,35691,35.5933,-77.3745,168173,0.24869628299429755,0.21222788438096485
POLK,2016,3735,6768,35.2793,-82.1697,20514,0.18207078093009652,0.3299210295408014
RANDOLPH,2016,13194,49430,35.7103,-79.806,141825,0.09303014278159703,0.34852811563546626
RICHMOND,2016,8501,10383,35.0059,-79.7479,46647,0.18224108731536862,0.22258666152164128
ROBESON,2016,19016,20762,34.6402,-79.1039,134205,0.14169367758280244,0.1547036250512276
ROCKINGHAM,2016,14228,26830,36.396,-79.775,93663,0.15190630238194378,0.2864524945816384
ROWAN,2016,19400,42810,35.6394,-80.5247,138493,0.1400792819853711,0.3091130959687493
RUTHERFORD,2016,7512,21871,35.4026,-81.9198,67819,0.11076541972013743,0.32249074743066103
SAMPSON,2016,10547,14838,34.9916,-78.3714,63471,0.16617037702257725,0.2337760552063147
SCOTLAND,2016,7319,6256,34.8409,-79.4804,36160,0.20240597345132744,0.17300884955752213
STANLY,2016,7094,21964,35.3119,-80.251,60585,0.11709168936205332,0.3625319798630024
STOKES,2016,4665,17116,36.4019,-80.2397,47400,0.09841772151898734,0.3610970464135021
SURRY,2016,7488,23671,36.4146,-80.688,73752,0.10152945004881224,0.32095400802690094
SWAIN,2016,2196,3565,35.4868,-83.4928,13978,0.157104020603806,0.25504364000572327
TRANSYLVANIA,2016,6558,10520,35.2021,-82.7982,33089,0.19819275287860014,0.3179304300522832
TYRRELL,2016,720,975,35.8172,-76.209,4407,0.16337644656228728,0.22123893805309736
UNION,2016,34337,66707,34.9884,-80.5307,201328,0.17055253119287928,0.33133493602479536
VANCE,2016,12229,7332,36.3649,-78.4079,45412,0.26929005549194046,0.16145512199418655
WAKE,2016,302736,196082,35.7903,-78.6503,901036,0.33598657545314503,0.2176183859468434
WARREN,2016,6413,3214,36.3965,-78.1067,21016,0.3051484583174724,0.1529311001141987
WASHINGTON,2016,3510,2564,35.8226,-76.5775,13193,0.2660501781247631,0.19434548624270445
WATAUGA,2016,14138,13697,36.2311,-81.6964,51061,0.2768845106833004,0.26824778206458944
WAYNE,2016,21770,27540,35.364,-78.004,122665,0.17747523743529123,0.2245139200260873
WILKES,2016,6638,23752,36.2062,-81.163,69311,0.09577123400326067,0.34268730793092006
WILSON,2016,19663,17531,35.7051,-77.9187,81225,0.2420806401969837,0.21583256386580485
YADKIN,2016,3160,13880,36.1605,-80.6652,38412,0.08226595855461835,0.36134541289180466
YANCEY,2016,3196,6385,35.8989,-82.3076,17817,0.17937924454172982,0.35836560588202276
ALAMANCE,2020,38825,46056,36.0117,-79.4254,172329,0.22529580047467346,0.2672562366171683
ALEXANDER,2020,4145,15888,35.921,-81.177,36373,0.11395815577488796,0.4368075220630688
ALLEGHANY,2020,1486,4527,36.4916,-81.1271,10929,0.1359685241101656,0.41421905023332417
ANSON,2020,5789,5321,34.9738,-80.1027,22046,0.26258731742719765,0.24135897668511294
ASHE,2020,4164,11451,36.4341,-81.5003,26562,0.15676530381748363,0.43110458549807995
AVERY,2020,2191,7172,36.0765,-81.9226,17696,0.1238132911392405,0.40528933092224234
BEAUFORT,2020,9633,16437,35.494,-76.8598,44531,0.21632121443488805,0.3691136511643574
BERTIE,2020,5939,3817,36.0662,-76.9787,17776,0.3341021602160216,0.21472772277227722
BLADEN,2020,7326,9676,34.6146,-78.5637,29506,0.24828848369823087,0.3279333017013489
BRUNSWICK,2020,33310,55850,34.071,-78.2377,138726,0.24011360523622105,0.4025921600853481
BUNCOMBE,2020,96515,62412,35.6112,-82.5301,269994,0.357470906760891,0.23116069245983245
BURKE,2020,13118,31019,35.7496,-81.7048,87779,0.1494434887615489,0.35337609223162714
CABARRUS,2020,52162,63237,35.3868,-80.5519,227574,0.22920896060182622,0.27787444962957103
CALDWELL,2020,10245,32119,35.953,-81.5464,80828,0.12675063096946604,0.3973746721433167
CAMDEN,2020,1537,4312,36.3877,-76.2064,10402,0.14776004614497212,0.414535666218035
CARTERET,2020,12093,30028,34.8357,-76.6589,68024,0.17777549100317536,0.44143243561096085
CASWELL,2020,4860,7089,36.3932,-79.3335,22654,0.21453165003972807,0.31292486978017126
CATAWBA,2020,25689,56588,35.662,-81.2151,161167,0.1593936724019185,0.3511140618116612
CHATHAM,2020,26787,21186,35.7026,-79.2553,76476,0.35026675035305194,0.27702808724305666
CHEROKEE,2020,3583,12628,35.1339,-84.0635,28761,0.12457842216890928,0.43906679183616704
CHOWAN,2020,3247,4471,36.1508,-76.6079,13690,0.23718042366691014,0.3265887509130752
CLAY,2020,1699,5112,35.0572,-83.7502,11123,0.1527465611795379,0.45958824058257663
CLEVELAND,2020,16955,33798,35.3341,-81.5555,99474,0.1704465488469349,0.3397671753423005
COLUMBUS,2020,9446,16832,34.2656,-78.655,50418,0.18735372287675037,0.3338490221746202
CRAVEN,2020,21148,31032,35.1249,-77.0939,101181,0.20901157331910142,0.30669789782666707
CUMBERLAND,2020,84469,60032,35.0487,-78.8277,336494,0.2510267642216503,0.17840436976587992
CURRITUCK,2020,4195,11657,36.4031,-76.0059,28424,0.14758654658035464,0.4101111736560653
DARE,2020,9936,13938,35.7805,-75.7982,37137,0.2675498828661443,0.3753130301316746
DAVIDSON,2020,22636,64658,35.7933,-80.2128,169638,0.1334370836722904,0.38115280774354804
DAVIE,2020,6713,18228,35.9291,-80.5445,42818,0.1567798589378299,0.4257088140501658
DUPLIN,2020,8767,13793,34.9365,-77.933,48591,0.1804243584202836,0.28385915087156055
DURHAM,2020,144688,32459,36.036,-78.8766,326474,0.4431838369977395,0.09942292494961313
EDGECOMBE,2020,16089,9206,35.9129,-77.5971,48824,0.3295305587416025,0.18855480911027364
FORSYTH,2020,113033,85064,36.1306,-80.2563,383864,0.2944610591251068,0.22159931642456704
FRANKLIN,2020,15879,20901,36.0827,-78.2857,69097,0.22980737224481526,0.30248780699596217
GASTON,2020,40959,73033,35.2944,-81.1803,229303,0.17862391682620812,0.3184999760142693
GATES,2020,2546,3367,36.4449,-76.7005,10437,0.24393982945290793,0.3226022803487592
GRAHAM,2020,905,3710,35.3502,-83.8335,8006,0.11304021983512366,0.4634024481638771
GRANVILLE,2020,14565,16647,36.304,-78.6527,60931,0.23904088230949763,0.27321068093417145
GREENE,2020,3832,4874,35.485,-77.6758,20331,0.18848064531995476,0.2397324283114456
GUILFORD,2020,173086,107294,36.0795,-79.7889,542353,0.31913901093936975,0.19783056422661993
HALIFAX,2020,15545,10080,36.2574,-77.6517,48431,0.32097210464371995,0.20813115566476018
HARNETT,2020,22093,35177,35.3688,-78.8693,133912,0.16498148037517177,0.26268743652547943
HAYWOOD,2020,13144,22834,35.556,-82.9822,62281,0.21104349641142564,0.36662866684863765
HENDERSON,2020,27211,40032,35.3363,-82.48,116567,0.233436564379284,0.34342481148180876
HERTFORD,2020,7097,3479,36.3591,-76.982,21258,0.3338507855866027,0.16365603537491769
HOKE,2020,11804,9453,35.0175,-79.2373,52507,0.22480812082198565,0.18003313843868438
HYDE,2020,1046,1418,35.5305,-76.2509,4589,0.22793636957942906,0.30899978208760076
IREDELL,2020,33888,67010,35.8071,-80.8734,188271,0.1799958570358685,0.3559231108349135
JACKSON,2020,9591,11356,35.2876,-83.1408,42810,0.22403644008409251,0.26526512497080124
JOHNSTON,2020,41257,68353,35.5178,-78.3657,218202,0.18907709370216588,0.3132556071896683
JONES,2020,2197,3280,35.0217,-77.3552,9149,0.2401355339381353,0.35850912668051155
LEE,2020,12143,16469,35.4752,-79.1715,63551,0.19107488473824172,0.25914619754213153
LENOIR,2020,13605,14590,35.2388,-77.6412,54924,0.2477059209088923,0.26563979316874226
LINCOLN,2020,13274,36341,35.4856,-81.2235,87298,0.152053884395977,0.41628674196430615
MACON,2020,6230,14211,35.1505,-83.4222,37022,0.16827832099832532,0.38385284425476746
MADISON,2020,4901,7979,35.858,-82.7058,21181,0.23138662008403757,0.37670553798215384
MARTIN,2020,5911,6532,35.8432,-77.1092,21902,0.26988402885581225,0.29823760387179254
MCDOWELL,2020,5832,16883,35.6817,-82.0493,44471,0.13114164286838614,0.3796406647028401
MECKLENBURG,2020,378107,179211,35.2467,-80.8328,1118744,0.3379745500311063,0.16018946246862553
MITCHELL,2020,1867,7090,36.0133,-82.1636,14875,0.1255126050420168,0.47663865546218487
MONTGOMERY,2020,4327,8411,35.3325,-79.9055,25685,0.16846408409577573,0.3274673934202842
MOORE,2020,20779,36764,35.3106,-79.4814,100535,0.20668423931963992,0.3656835927786343
NASH,2020,25947,25827,35.9673,-77.9864,95251,0.2724065889072031,0.2711467596140723
NEW HANOVER,2020,66138,63331,34.2328,-77.8847,226885,0.29150450668841044,0.2791326002159684
NORTHAMPTON,2020,6069,3989,36.4178,-77.3969,17344,0.3499192804428044,0.2299930811808118
ONSLOW,2020,24266,46078,34.7321,-77.4321,205421,0.11812813685066278,0.2243100754061172
ORANGE,2020,63594,20176,36.0611,-79.1207,148613,0.42791680404809807,0.1357620127445109
PAMLICO,2020,2713,4849,35.1435,-76.7407,12259,0.2213067950077494,0.3955461293743372
PASQUOTANK,2020,9832,9770,36.2955,-76.284,40668,0.24176256516179798,0.24023802498278746
PENDER,2020,11723,21956,34.5248,-77.9051,60719,0.19306971458686736,0.36160015810537066
PERQUIMANS,2020,2492,4903,36.2059,-76.4411,13017,0.19144196051317508,0.37666128908350616
PERSON,2020,8465,13184,36.39,-78.9718,39082,0.21659587533903077,0.337341998874162
PITT,2020,47252,38982,35.5933,-77.3745,171065,0.2762224885277526,0.22787829187735656
POLK,2020,4518,7689,35.2793,-82.1697,19363,0.23333161183700873,0.3970975571967154
RANDOLPH,2020,15618,56894,35.7103,-79.806,143945,0.10849977421931987,0.3952481850706867
RICHMOND,2020,8754,11830,35.0059,-79.7479,42966,0.20374249406507472,0.2753339850114044
ROBESON,2020,19020,27806,34.6402,-79.1039,116362,0.16345542359189427,0.2389611728914938
ROCKINGHAM,2020,15992,31301,36.396,-79.775,90939,0.1758541439866284,0.34419775893730964
ROWAN,2020,23114,49297,35.6394,-80.5247,147300,0.15691785471826206,0.33467073998642227
RUTHERFORD,2020,9135,24891,35.4026,-81.9198,64301,0.1420662198099563,0.3871012892490008
SAMPSON,2020,10966,17411,34.9916,-78.3714,58873,0.1862653508399436,0.2957382841030693
SCOTLAND,2020,7186,7473,34.8409,-79.4804,34051,0.21103638659657573,0.21946492026665884
STANLY,2020,8129,25458,35.3119,-80.251,62415,0.13024112793399023,0.40788272049987984
STOKES,2020,5286,20142,36.4019,-80.2397,44498,0.11879185581374443,0.4526495572834734
